StoreSaleID,BranchID,ProductID,SaleDate,Quantity,Revenue
491698,B00049,PR0019,2027-10-15,5,125.0
491699,B00124,PR0018,2027-01-02,9,270.0
491700,B00209,PR0019,2027-03-25,1,25.0
491701,B00298,PR0021,2027-11-13,7,280.0
491702,B00229,PR0019,2027-11-01,7,175.0
491703,B00326,PR0022,2027-11-12,5,900.0
491704,B00077,PR0022,2027-02-11,1,180.0
491705,B00088,PR0026,2027-02-17,8,960.0
491706,B00431,PR0024,2027-04-13,8,760.0
491707,B00203,PR0020,2027-03-05,8,120.0
491708,B00365,PR0019,2027-09-04,2,50.0
491709,B00054,PR0013,2027-01-31,10,100.0
491710,B00365,PR0017,2027-06-13,2,40.0
491711,B00174,PR0018,2027-07-18,4,120.0
491712,B00377,PR0021,2027-09-12,6,240.0
491713,B00192,PR0026,2027-11-18,3,360.0
491714,B00171,PR0022,2027-11-02,2,360.0
491715,B00265,PR0025,2027-07-07,4,796.0
491716,B00271,PR0026,2027-09-14,1,120.0
491717,B00179,PR0020,2027-03-23,4,60.0
491718,B00091,PR0027,2027-01-30,7,175.0
491719,B00173,PR0025,2027-04-18,1,199.0
491720,B00377,PR0023,2027-03-05,7,525.0
491721,B00079,PR0023,2027-11-07,6,450.0
491722,B00459,PR0023,2027-11-07,2,150.0
491723,B00369,PR0025,2027-03-31,10,1990.0
491724,B00448,PR0018,2027-06-11,2,60.0
491725,B00144,PR0020,2027-03-18,8,120.0
491726,B00456,PR0024,2027-02-10,9,855.0
491727,B00031,PR0013,2027-12-21,5,50.0
491728,B00379,PR0017,2027-06-29,10,200.0
491729,B00004,PR0024,2027-04-15,1,95.0
491730,B00313,PR0026,2027-12-09,2,240.0
491731,B00145,PR0024,2027-10-31,7,665.0
491732,B00171,PR0020,2027-01-12,8,120.0
491733,B00040,PR0013,2027-11-13,7,70.0
491734,B00216,PR0019,2027-05-08,5,125.0
491735,B00160,PR0023,2027-04-07,10,750.0
491736,B00015,PR0019,2027-11-23,2,50.0
491737,B00081,PR0021,2027-01-18,10,400.0
491738,B00371,PR0013,2027-01-08,6,60.0
491739,B00416,PR0020,2027-01-25,4,60.0
491740,B00034,PR0013,2027-11-30,2,20.0
491741,B00056,PR0022,2027-04-09,5,900.0
491742,B00340,PR0027,2027-12-02,4,100.0
491743,B00226,PR0019,2027-02-07,3,75.0
491744,B00038,PR0022,2027-07-02,10,1800.0
491745,B00095,PR0018,2027-09-01,6,180.0
491746,B00339,PR0021,2027-07-22,5,200.0
491747,B00114,PR0023,2027-11-26,5,375.0
491748,B00293,PR0014,2027-04-21,7,175.0
491749,B00081,PR0020,2027-10-20,4,60.0
491750,B00261,PR0023,2027-10-09,8,600.0
491751,B00412,PR0018,2027-03-20,5,150.0
491752,B00092,PR0022,2027-03-14,2,360.0
491753,B00097,PR0021,2027-02-13,5,200.0
491754,B00061,PR0021,2027-09-19,5,200.0
491755,B00265,PR0025,2027-10-12,2,398.0
491756,B00084,PR0018,2027-11-16,6,180.0
491757,B00166,PR0020,2027-08-04,7,105.0
491758,B00318,PR0024,2027-12-25,1,95.0
491759,B00110,PR0026,2027-05-20,8,960.0
491760,B00340,PR0026,2027-04-14,3,360.0
491761,B00001,PR0018,2027-11-28,10,300.0
491762,B00328,PR0022,2027-06-21,6,1080.0
491763,B00016,PR0022,2027-12-24,6,1080.0
491764,B00301,PR0018,2027-10-13,2,60.0
491765,B00254,PR0022,2027-09-03,8,1440.0
491766,B00293,PR0022,2027-10-06,1,180.0
491767,B00428,PR0017,2027-02-19,2,40.0
491768,B00208,PR0021,2027-08-16,2,80.0
491769,B00073,PR0027,2027-09-01,4,100.0
491770,B00314,PR0018,2027-07-11,6,180.0
491771,B00254,PR0026,2027-02-14,8,960.0
491772,B00330,PR0025,2027-07-01,3,597.0
491773,B00119,PR0026,2027-02-03,5,600.0
491774,B00329,PR0013,2027-05-08,6,60.0
491775,B00442,PR0020,2027-05-16,6,90.0
491776,B00324,PR0021,2027-01-30,8,320.0
491777,B00150,PR0024,2027-02-11,4,380.0
491778,B00340,PR0024,2027-09-17,2,190.0
491779,B00164,PR0024,2027-03-20,7,665.0
491780,B00246,PR0026,2027-07-19,5,600.0
491781,B00420,PR0017,2027-10-11,5,100.0
491782,B00026,PR0021,2027-12-31,5,200.0
491783,B00217,PR0026,2027-07-11,4,480.0
491784,B00011,PR0014,2027-04-24,4,100.0
491785,B00415,PR0017,2027-06-29,2,40.0
491786,B00267,PR0026,2027-02-05,10,1200.0
491787,B00387,PR0025,2027-07-10,9,1791.0
491788,B00192,PR0014,2027-03-22,2,50.0
491789,B00250,PR0027,2027-08-28,2,50.0
491790,B00420,PR0020,2027-03-21,9,135.0
491791,B00122,PR0026,2027-08-11,6,720.0
491792,B00221,PR0022,2027-12-12,7,1260.0
491793,B00185,PR0021,2027-01-06,7,280.0
491794,B00270,PR0020,2027-05-04,2,30.0
491795,B00435,PR0014,2027-03-06,5,125.0
491796,B00099,PR0024,2027-03-24,7,665.0
491797,B00458,PR0022,2027-09-08,9,1620.0
491798,B00384,PR0024,2027-12-10,10,950.0
491799,B00219,PR0013,2027-04-21,8,80.0
491800,B00267,PR0022,2027-10-01,1,180.0
491801,B00416,PR0022,2027-06-01,6,1080.0
491802,B00119,PR0024,2027-05-02,6,570.0
491803,B00094,PR0019,2027-08-25,1,25.0
491804,B00178,PR0022,2027-12-12,2,360.0
491805,B00250,PR0022,2027-05-24,4,720.0
491806,B00423,PR0018,2027-06-05,7,210.0
491807,B00413,PR0022,2027-03-03,4,720.0
491808,B00104,PR0023,2027-12-10,1,75.0
491809,B00224,PR0027,2027-10-02,3,75.0
491810,B00442,PR0026,2027-06-12,10,1200.0
491811,B00355,PR0024,2027-07-07,5,475.0
491812,B00310,PR0020,2027-02-21,10,150.0
491813,B00286,PR0020,2027-06-29,3,45.0
491814,B00248,PR0019,2027-08-09,2,50.0
491815,B00356,PR0020,2027-12-24,8,120.0
491816,B00370,PR0022,2027-11-16,3,540.0
491817,B00276,PR0020,2027-04-12,3,45.0
491818,B00187,PR0021,2027-02-01,10,400.0
491819,B00234,PR0019,2027-12-15,1,25.0
491820,B00416,PR0025,2027-03-06,7,1393.0
491821,B00070,PR0026,2027-02-15,5,600.0
491822,B00274,PR0019,2027-04-11,9,225.0
491823,B00440,PR0019,2027-03-13,4,100.0
491824,B00002,PR0013,2027-02-12,5,50.0
491825,B00344,PR0017,2027-02-24,9,180.0
491826,B00254,PR0023,2027-11-20,7,525.0
491827,B00089,PR0024,2027-10-10,8,760.0
491828,B00188,PR0027,2027-10-12,10,250.0
491829,B00384,PR0018,2027-04-16,4,120.0
491830,B00412,PR0024,2027-05-12,1,95.0
491831,B00285,PR0018,2027-12-12,1,30.0
491832,B00218,PR0021,2027-09-14,9,360.0
491833,B00222,PR0013,2027-02-21,3,30.0
491834,B00425,PR0014,2027-11-27,4,100.0
491835,B00384,PR0025,2027-09-18,6,1194.0
491836,B00067,PR0019,2027-03-30,1,25.0
491837,B00180,PR0019,2027-07-07,2,50.0
491838,B00210,PR0017,2027-03-26,8,160.0
491839,B00346,PR0022,2027-10-18,10,1800.0
491840,B00011,PR0025,2027-02-11,6,1194.0
491841,B00191,PR0026,2027-03-24,7,840.0
491842,B00112,PR0025,2027-11-20,2,398.0
491843,B00303,PR0014,2027-03-28,2,50.0
491844,B00121,PR0021,2027-01-19,3,120.0
491845,B00127,PR0021,2027-11-09,6,240.0
491846,B00063,PR0018,2027-02-10,5,150.0
491847,B00180,PR0025,2027-03-28,8,1592.0
491848,B00041,PR0023,2027-09-02,3,225.0
491849,B00416,PR0024,2027-07-28,1,95.0
491850,B00038,PR0019,2027-04-11,1,25.0
491851,B00017,PR0014,2027-09-30,2,50.0
491852,B00212,PR0019,2027-04-13,4,100.0
491853,B00008,PR0024,2027-05-18,7,665.0
491854,B00360,PR0018,2027-05-07,7,210.0
491855,B00419,PR0023,2027-04-11,8,600.0
491856,B00307,PR0017,2027-05-05,8,160.0
491857,B00001,PR0021,2027-03-24,1,40.0
491858,B00451,PR0021,2027-10-18,5,200.0
491859,B00298,PR0021,2027-09-08,5,200.0
491860,B00152,PR0013,2027-05-15,8,80.0
491861,B00323,PR0027,2027-02-04,2,50.0
491862,B00168,PR0017,2027-11-21,8,160.0
491863,B00382,PR0013,2027-03-17,10,100.0
491864,B00013,PR0020,2027-09-20,1,15.0
491865,B00290,PR0022,2027-07-30,2,360.0
491866,B00003,PR0019,2027-11-17,6,150.0
491867,B00434,PR0019,2027-02-21,10,250.0
491868,B00373,PR0017,2027-04-17,4,80.0
491869,B00437,PR0027,2027-03-10,1,25.0
491870,B00353,PR0014,2027-06-10,1,25.0
491871,B00226,PR0025,2027-04-24,5,995.0
491872,B00062,PR0023,2027-10-22,6,450.0
491873,B00058,PR0014,2027-04-22,4,100.0
491874,B00369,PR0026,2027-07-10,2,240.0
491875,B00222,PR0021,2027-10-24,7,280.0
491876,B00461,PR0021,2027-06-21,9,360.0
491877,B00200,PR0014,2027-02-25,10,250.0
491878,B00092,PR0018,2027-12-24,9,270.0
491879,B00218,PR0017,2027-09-07,2,40.0
491880,B00290,PR0026,2027-05-24,3,360.0
491881,B00325,PR0021,2027-06-12,6,240.0
491882,B00369,PR0021,2027-12-01,9,360.0
491883,B00309,PR0027,2027-09-03,3,75.0
491884,B00163,PR0024,2027-03-18,7,665.0
491885,B00134,PR0019,2027-10-03,8,200.0
491886,B00077,PR0021,2027-11-09,3,120.0
491887,B00313,PR0022,2027-01-24,3,540.0
491888,B00219,PR0024,2027-12-01,3,285.0
491889,B00095,PR0021,2027-03-04,3,120.0
491890,B00456,PR0019,2027-08-26,10,250.0
491891,B00309,PR0013,2027-06-13,7,70.0
491892,B00159,PR0020,2027-03-21,2,30.0
491893,B00317,PR0013,2027-01-28,7,70.0
491894,B00120,PR0025,2027-04-15,1,199.0
491895,B00040,PR0023,2027-09-29,8,600.0
491896,B00020,PR0027,2027-07-06,4,100.0
491897,B00210,PR0019,2027-01-03,1,25.0
491898,B00306,PR0013,2027-09-25,3,30.0
491899,B00086,PR0018,2027-03-13,5,150.0
491900,B00099,PR0020,2027-06-01,2,30.0
491901,B00449,PR0023,2027-10-20,10,750.0
491902,B00072,PR0019,2027-01-12,8,200.0
491903,B00455,PR0013,2027-01-05,4,40.0
491904,B00234,PR0020,2027-12-24,8,120.0
491905,B00221,PR0024,2027-01-06,7,665.0
491906,B00108,PR0026,2027-09-28,2,240.0
491907,B00163,PR0018,2027-03-21,2,60.0
491908,B00098,PR0023,2027-12-13,9,675.0
491909,B00079,PR0022,2027-10-08,4,720.0
491910,B00311,PR0014,2027-10-22,3,75.0
491911,B00360,PR0027,2027-12-01,5,125.0
491912,B00123,PR0022,2027-09-21,3,540.0
491913,B00003,PR0027,2027-02-20,6,150.0
491914,B00439,PR0024,2027-08-02,5,475.0
491915,B00258,PR0026,2027-11-02,2,240.0
491916,B00291,PR0018,2027-08-28,3,90.0
491917,B00384,PR0019,2027-10-13,4,100.0
491918,B00156,PR0024,2027-09-02,5,475.0
491919,B00242,PR0020,2027-03-21,6,90.0
491920,B00260,PR0021,2027-06-13,9,360.0
491921,B00456,PR0024,2027-09-16,2,190.0
491922,B00055,PR0019,2027-07-07,3,75.0
491923,B00349,PR0020,2027-01-02,6,90.0
491924,B00297,PR0027,2027-06-25,1,25.0
491925,B00233,PR0027,2027-07-15,8,200.0
491926,B00232,PR0027,2027-12-07,8,200.0
491927,B00193,PR0027,2027-08-18,3,75.0
491928,B00131,PR0024,2027-01-13,5,475.0
491929,B00337,PR0026,2027-11-23,9,1080.0
491930,B00214,PR0024,2027-08-20,5,475.0
491931,B00085,PR0018,2027-04-21,4,120.0
491932,B00119,PR0018,2027-11-03,4,120.0
491933,B00197,PR0018,2027-06-17,10,300.0
491934,B00408,PR0020,2027-11-30,5,75.0
491935,B00031,PR0027,2027-01-01,1,25.0
491936,B00415,PR0024,2027-06-13,5,475.0
491937,B00378,PR0013,2027-03-17,3,30.0
491938,B00355,PR0017,2027-06-01,2,40.0
491939,B00242,PR0013,2027-11-24,4,40.0
491940,B00170,PR0023,2027-02-19,6,450.0
491941,B00134,PR0021,2027-07-25,3,120.0
491942,B00242,PR0024,2027-04-27,2,190.0
491943,B00049,PR0027,2027-01-02,10,250.0
491944,B00376,PR0014,2027-08-27,8,200.0
491945,B00068,PR0020,2027-01-01,9,135.0
491946,B00083,PR0020,2027-09-06,10,150.0
491947,B00156,PR0021,2027-09-12,9,360.0
491948,B00043,PR0018,2027-10-31,2,60.0
491949,B00171,PR0020,2027-02-27,10,150.0
491950,B00157,PR0017,2027-03-25,6,120.0
491951,B00072,PR0027,2027-03-28,6,150.0
491952,B00016,PR0013,2027-01-15,5,50.0
491953,B00413,PR0019,2027-11-16,7,175.0
491954,B00352,PR0023,2027-11-21,9,675.0
491955,B00296,PR0027,2027-01-13,3,75.0
491956,B00262,PR0018,2027-02-02,1,30.0
491957,B00141,PR0027,2027-05-29,3,75.0
491958,B00145,PR0021,2027-09-24,9,360.0
491959,B00458,PR0025,2027-06-12,8,1592.0
491960,B00347,PR0026,2027-09-17,9,1080.0
491961,B00354,PR0019,2027-08-07,7,175.0
491962,B00285,PR0027,2027-12-24,7,175.0
491963,B00450,PR0025,2027-02-16,6,1194.0
491964,B00368,PR0019,2027-06-23,3,75.0
491965,B00282,PR0024,2027-10-03,2,190.0
491966,B00289,PR0021,2027-10-28,6,240.0
491967,B00417,PR0024,2027-07-15,5,475.0
491968,B00283,PR0020,2027-10-15,3,45.0
491969,B00428,PR0025,2027-05-02,4,796.0
491970,B00131,PR0020,2027-11-11,5,75.0
491971,B00190,PR0025,2027-04-13,1,199.0
491972,B00343,PR0025,2027-06-16,6,1194.0
491973,B00364,PR0013,2027-12-12,3,30.0
491974,B00365,PR0023,2027-10-12,4,300.0
491975,B00358,PR0025,2027-08-22,4,796.0
491976,B00314,PR0021,2027-08-25,10,400.0
491977,B00178,PR0018,2027-11-28,3,90.0
491978,B00165,PR0023,2027-12-21,4,300.0
491979,B00163,PR0017,2027-04-08,8,160.0
491980,B00356,PR0021,2027-01-31,7,280.0
491981,B00170,PR0018,2027-04-27,10,300.0
491982,B00026,PR0017,2027-10-17,5,100.0
491983,B00458,PR0017,2027-09-15,6,120.0
491984,B00013,PR0026,2027-12-08,2,240.0
491985,B00059,PR0013,2027-11-22,2,20.0
491986,B00451,PR0014,2027-12-25,5,125.0
491987,B00012,PR0027,2027-07-04,1,25.0
491988,B00220,PR0019,2027-02-05,8,200.0
491989,B00157,PR0023,2027-08-29,5,375.0
491990,B00228,PR0017,2027-12-01,5,100.0
491991,B00031,PR0023,2027-05-07,4,300.0
491992,B00034,PR0022,2027-04-08,8,1440.0
491993,B00282,PR0026,2027-06-02,5,600.0
491994,B00197,PR0025,2027-06-08,6,1194.0
491995,B00370,PR0022,2027-12-04,1,180.0
491996,B00463,PR0017,2027-07-10,1,20.0
491997,B00203,PR0018,2027-01-08,7,210.0
491998,B00327,PR0023,2027-03-02,3,225.0
491999,B00263,PR0013,2027-02-17,9,90.0
492000,B00286,PR0023,2027-01-04,4,300.0
492001,B00367,PR0021,2027-11-28,7,280.0
492002,B00010,PR0022,2027-04-26,6,1080.0
492003,B00091,PR0017,2027-06-18,7,140.0
492004,B00450,PR0014,2027-04-28,4,100.0
492005,B00079,PR0025,2027-09-11,9,1791.0
492006,B00284,PR0027,2027-10-11,1,25.0
492007,B00342,PR0023,2027-11-21,5,375.0
492008,B00178,PR0024,2027-07-12,10,950.0
492009,B00282,PR0013,2027-10-21,10,100.0
492010,B00376,PR0021,2027-07-08,4,160.0
492011,B00050,PR0025,2027-10-17,10,1990.0
492012,B00266,PR0021,2027-09-18,2,80.0
492013,B00422,PR0017,2027-07-12,7,140.0
492014,B00242,PR0027,2027-12-11,2,50.0
492015,B00053,PR0018,2027-05-01,4,120.0
492016,B00439,PR0013,2027-07-31,4,40.0
492017,B00067,PR0021,2027-02-11,5,200.0
492018,B00357,PR0021,2027-03-23,1,40.0
492019,B00048,PR0026,2027-01-20,8,960.0
492020,B00314,PR0014,2027-07-22,8,200.0
492021,B00276,PR0022,2027-07-24,2,360.0
492022,B00028,PR0017,2027-02-03,8,160.0
492023,B00291,PR0021,2027-10-22,5,200.0
492024,B00223,PR0013,2027-03-07,6,60.0
492025,B00445,PR0014,2027-12-06,3,75.0
492026,B00240,PR0027,2027-09-26,3,75.0
492027,B00367,PR0022,2027-03-10,6,1080.0
492028,B00346,PR0021,2027-12-25,3,120.0
492029,B00047,PR0020,2027-01-28,3,45.0
492030,B00125,PR0021,2027-02-06,5,200.0
492031,B00255,PR0020,2027-08-16,2,30.0
492032,B00064,PR0025,2027-01-27,7,1393.0
492033,B00010,PR0025,2027-10-27,3,597.0
492034,B00207,PR0013,2027-08-22,6,60.0
492035,B00016,PR0020,2027-10-27,4,60.0
492036,B00459,PR0019,2027-12-25,2,50.0
492037,B00129,PR0017,2027-03-06,10,200.0
492038,B00016,PR0026,2027-05-19,9,1080.0
492039,B00225,PR0024,2027-05-21,6,570.0
492040,B00198,PR0017,2027-04-12,5,100.0
492041,B00347,PR0024,2027-03-25,6,570.0
492042,B00169,PR0025,2027-03-08,5,995.0
492043,B00190,PR0026,2027-08-01,6,720.0
492044,B00380,PR0025,2027-05-23,1,199.0
492045,B00281,PR0018,2027-02-28,6,180.0
492046,B00383,PR0018,2027-07-28,6,180.0
492047,B00357,PR0026,2027-10-04,1,120.0
492048,B00122,PR0020,2027-05-20,4,60.0
492049,B00042,PR0013,2027-11-04,3,30.0
492050,B00221,PR0013,2027-08-06,2,20.0
492051,B00037,PR0025,2027-12-02,10,1990.0
492052,B00118,PR0026,2027-10-25,6,720.0
492053,B00383,PR0026,2027-03-16,3,360.0
492054,B00139,PR0023,2027-01-16,10,750.0
492055,B00333,PR0014,2027-03-21,7,175.0
492056,B00141,PR0027,2027-07-28,3,75.0
492057,B00129,PR0017,2027-11-18,2,40.0
492058,B00326,PR0020,2027-09-18,8,120.0
492059,B00163,PR0019,2027-11-18,7,175.0
492060,B00098,PR0023,2027-09-21,3,225.0
492061,B00321,PR0019,2027-07-20,2,50.0
492062,B00113,PR0021,2027-07-22,1,40.0
492063,B00443,PR0022,2027-09-19,4,720.0
492064,B00457,PR0018,2027-06-21,3,90.0
492065,B00021,PR0025,2027-08-06,9,1791.0
492066,B00383,PR0019,2027-07-09,3,75.0
492067,B00197,PR0026,2027-11-25,6,720.0
492068,B00036,PR0022,2027-01-02,4,720.0
492069,B00204,PR0025,2027-12-04,5,995.0
492070,B00432,PR0022,2027-03-09,6,1080.0
492071,B00238,PR0017,2027-02-06,9,180.0
492072,B00275,PR0018,2027-02-01,9,270.0
492073,B00298,PR0026,2027-03-20,6,720.0
492074,B00232,PR0013,2027-05-07,7,70.0
492075,B00013,PR0017,2027-04-08,4,80.0
492076,B00234,PR0025,2027-02-19,1,199.0
492077,B00081,PR0027,2027-08-03,7,175.0
492078,B00186,PR0014,2027-09-24,10,250.0
492079,B00345,PR0024,2027-08-30,10,950.0
492080,B00115,PR0021,2027-09-26,3,120.0
492081,B00316,PR0017,2027-11-26,8,160.0
492082,B00288,PR0014,2027-02-24,3,75.0
492083,B00198,PR0020,2027-12-08,7,105.0
492084,B00275,PR0022,2027-03-20,1,180.0
492085,B00364,PR0023,2027-10-15,1,75.0
492086,B00423,PR0027,2027-05-23,4,100.0
492087,B00381,PR0021,2027-11-01,3,120.0
492088,B00249,PR0018,2027-09-29,8,240.0
492089,B00034,PR0021,2027-09-29,2,80.0
492090,B00076,PR0021,2027-11-01,1,40.0
492091,B00447,PR0026,2027-09-28,10,1200.0
492092,B00452,PR0022,2027-04-24,3,540.0
492093,B00047,PR0014,2027-10-07,9,225.0
492094,B00273,PR0014,2027-02-26,10,250.0
492095,B00434,PR0027,2027-08-01,1,25.0
492096,B00463,PR0021,2027-11-05,8,320.0
492097,B00195,PR0026,2027-12-28,5,600.0
492098,B00037,PR0026,2027-03-16,5,600.0
492099,B00168,PR0020,2027-10-23,2,30.0
492100,B00337,PR0024,2027-09-08,8,760.0
492101,B00115,PR0025,2027-05-01,5,995.0
492102,B00126,PR0013,2027-06-12,4,40.0
492103,B00103,PR0026,2027-06-24,4,480.0
492104,B00155,PR0013,2027-08-12,9,90.0
492105,B00307,PR0026,2027-01-20,5,600.0
492106,B00070,PR0021,2027-10-31,7,280.0
492107,B00429,PR0021,2027-09-28,9,360.0
492108,B00104,PR0025,2027-09-13,1,199.0
492109,B00222,PR0018,2027-07-27,3,90.0
492110,B00453,PR0020,2027-12-17,4,60.0
492111,B00450,PR0023,2027-12-05,3,225.0
492112,B00016,PR0027,2027-03-04,6,150.0
492113,B00438,PR0019,2027-04-27,6,150.0
492114,B00211,PR0023,2027-04-07,4,300.0
492115,B00019,PR0022,2027-09-08,6,1080.0
492116,B00030,PR0026,2027-08-08,3,360.0
492117,B00016,PR0027,2027-10-20,3,75.0
492118,B00170,PR0013,2027-01-25,7,70.0
492119,B00305,PR0022,2027-03-02,9,1620.0
492120,B00117,PR0027,2027-11-25,6,150.0
492121,B00106,PR0025,2027-03-08,3,597.0
492122,B00162,PR0017,2027-07-14,3,60.0
492123,B00133,PR0023,2027-04-05,4,300.0
492124,B00458,PR0021,2027-01-26,5,200.0
492125,B00260,PR0025,2027-06-22,1,199.0
492126,B00316,PR0022,2027-10-16,10,1800.0
492127,B00203,PR0021,2027-05-19,2,80.0
492128,B00309,PR0014,2027-10-21,8,200.0
492129,B00265,PR0019,2027-12-23,9,225.0
492130,B00443,PR0023,2027-03-23,1,75.0
492131,B00360,PR0018,2027-12-30,5,150.0
492132,B00252,PR0014,2027-11-05,2,50.0
492133,B00273,PR0022,2027-09-16,7,1260.0
492134,B00363,PR0020,2027-06-12,3,45.0
492135,B00025,PR0019,2027-06-19,4,100.0
492136,B00082,PR0020,2027-07-17,6,90.0
492137,B00414,PR0025,2027-02-21,9,1791.0
492138,B00278,PR0024,2027-10-27,3,285.0
492139,B00429,PR0017,2027-12-28,2,40.0
492140,B00366,PR0027,2027-11-29,5,125.0
492141,B00133,PR0025,2027-12-07,9,1791.0
492142,B00114,PR0013,2027-06-11,9,90.0
492143,B00337,PR0020,2027-07-16,4,60.0
492144,B00370,PR0013,2027-01-28,2,20.0
492145,B00166,PR0025,2027-10-10,7,1393.0
492146,B00003,PR0025,2027-11-07,3,597.0
492147,B00331,PR0027,2027-05-28,5,125.0
492148,B00242,PR0026,2027-07-20,3,360.0
492149,B00206,PR0025,2027-02-22,6,1194.0
492150,B00008,PR0013,2027-12-05,7,70.0
492151,B00382,PR0021,2027-10-01,1,40.0
492152,B00234,PR0013,2027-05-31,6,60.0
492153,B00019,PR0014,2027-06-06,1,25.0
492154,B00132,PR0026,2027-11-24,3,360.0
492155,B00346,PR0019,2027-12-03,10,250.0
492156,B00105,PR0014,2027-11-11,5,125.0
492157,B00039,PR0022,2027-06-18,6,1080.0
492158,B00151,PR0017,2027-11-30,6,120.0
492159,B00176,PR0022,2027-02-16,7,1260.0
492160,B00113,PR0017,2027-10-30,4,80.0
492161,B00130,PR0021,2027-06-14,9,360.0
492162,B00281,PR0018,2027-01-01,8,240.0
492163,B00380,PR0019,2027-01-11,2,50.0
492164,B00069,PR0018,2027-12-12,2,60.0
492165,B00199,PR0022,2027-09-26,5,900.0
492166,B00306,PR0027,2027-11-23,7,175.0
492167,B00367,PR0023,2027-09-04,10,750.0
492168,B00178,PR0026,2027-11-24,7,840.0
492169,B00089,PR0018,2027-04-03,6,180.0
492170,B00298,PR0021,2027-02-27,7,280.0
492171,B00342,PR0017,2027-12-20,2,40.0
492172,B00208,PR0026,2027-07-06,9,1080.0
492173,B00103,PR0021,2027-04-28,3,120.0
492174,B00118,PR0020,2027-01-14,4,60.0
492175,B00302,PR0020,2027-11-18,9,135.0
492176,B00373,PR0019,2027-08-24,1,25.0
492177,B00447,PR0023,2027-09-05,4,300.0
492178,B00183,PR0013,2027-02-08,7,70.0
492179,B00344,PR0017,2027-11-12,8,160.0
492180,B00039,PR0027,2027-04-26,5,125.0
492181,B00138,PR0027,2027-01-01,10,250.0
492182,B00126,PR0021,2027-10-12,8,320.0
492183,B00114,PR0017,2027-04-25,9,180.0
492184,B00179,PR0024,2027-05-06,3,285.0
492185,B00322,PR0017,2027-08-21,2,40.0
492186,B00433,PR0026,2027-02-01,1,120.0
492187,B00260,PR0013,2027-12-01,10,100.0
492188,B00196,PR0013,2027-04-15,3,30.0
492189,B00418,PR0014,2027-09-23,1,25.0
492190,B00310,PR0020,2027-07-23,6,90.0
492191,B00034,PR0017,2027-12-04,10,200.0
492192,B00410,PR0018,2027-05-21,1,30.0
492193,B00252,PR0024,2027-06-17,2,190.0
492194,B00131,PR0022,2027-11-13,2,360.0
492195,B00299,PR0018,2027-03-17,9,270.0
492196,B00101,PR0019,2027-09-01,1,25.0
492197,B00358,PR0021,2027-08-13,6,240.0
492198,B00357,PR0020,2027-11-22,6,90.0
492199,B00190,PR0026,2027-09-25,6,720.0
492200,B00386,PR0023,2027-01-27,8,600.0
492201,B00137,PR0023,2027-12-21,8,600.0
492202,B00256,PR0019,2027-07-24,6,150.0
492203,B00356,PR0027,2027-03-29,1,25.0
492204,B00462,PR0018,2027-11-09,1,30.0
492205,B00269,PR0026,2027-11-25,8,960.0
492206,B00181,PR0025,2027-12-17,4,796.0
492207,B00061,PR0022,2027-09-13,5,900.0
492208,B00121,PR0020,2027-03-11,10,150.0
492209,B00287,PR0022,2027-11-26,6,1080.0
492210,B00323,PR0024,2027-11-01,10,950.0
492211,B00011,PR0019,2027-08-18,10,250.0
492212,B00003,PR0017,2027-08-03,9,180.0
492213,B00042,PR0022,2027-08-04,8,1440.0
492214,B00080,PR0027,2027-02-19,3,75.0
492215,B00009,PR0013,2027-10-02,3,30.0
492216,B00078,PR0014,2027-02-11,4,100.0
492217,B00137,PR0025,2027-05-29,6,1194.0
492218,B00181,PR0014,2027-04-26,8,200.0
492219,B00415,PR0020,2027-12-31,2,30.0
492220,B00112,PR0027,2027-07-25,4,100.0
492221,B00029,PR0017,2027-08-05,2,40.0
492222,B00353,PR0023,2027-02-15,5,375.0
492223,B00133,PR0014,2027-08-29,5,125.0
492224,B00008,PR0024,2027-03-20,7,665.0
492225,B00372,PR0026,2027-05-13,10,1200.0
492226,B00269,PR0025,2027-10-06,7,1393.0
492227,B00121,PR0013,2027-01-11,2,20.0
492228,B00211,PR0020,2027-09-12,7,105.0
492229,B00338,PR0017,2027-05-18,3,60.0
492230,B00376,PR0014,2027-12-17,6,150.0
492231,B00382,PR0018,2027-07-15,6,180.0
492232,B00162,PR0018,2027-10-12,4,120.0
492233,B00274,PR0025,2027-09-23,7,1393.0
492234,B00126,PR0014,2027-08-30,1,25.0
492235,B00040,PR0023,2027-01-13,8,600.0
492236,B00412,PR0019,2027-03-20,4,100.0
492237,B00322,PR0022,2027-10-02,3,540.0
492238,B00158,PR0023,2027-10-16,3,225.0
492239,B00433,PR0013,2027-07-26,4,40.0
492240,B00110,PR0024,2027-12-24,3,285.0
492241,B00021,PR0018,2027-04-26,9,270.0
492242,B00136,PR0022,2027-07-08,7,1260.0
492243,B00119,PR0020,2027-10-11,8,120.0
492244,B00059,PR0027,2027-01-05,6,150.0
492245,B00207,PR0017,2027-08-27,6,120.0
492246,B00295,PR0027,2027-10-06,3,75.0
492247,B00198,PR0027,2027-01-28,3,75.0
492248,B00014,PR0023,2027-03-13,10,750.0
492249,B00033,PR0019,2027-10-22,9,225.0
492250,B00069,PR0018,2027-12-29,2,60.0
492251,B00008,PR0020,2027-09-30,2,30.0
492252,B00153,PR0026,2027-06-16,7,840.0
492253,B00222,PR0021,2027-12-21,10,400.0
